i              est            relError       timeMs         
92             3192           0.002          4.937          
93             3217           0.010          4.872          
94             3178           0.002          4.892          
95             3169           0.005          4.942          
96             3195           0.003          4.957          
97             3177           0.003          4.922          
98             3167           0.006          4.965          
99             3204           0.006          4.949          
100            3172           0.004          4.900          
101            3166           0.006          4.895          
102            3204           0.006          5.030          
103            3198           0.004          4.901          
104            3173           0.004          4.914          
105            3224           0.012          4.978          
106            3206           0.007          4.980          
107            3177           0.003          4.932          
108            3170           0.005          4.949          
109            3190           0.002          4.989          
110            3195           0.003          4.955          
111            3167           0.006          5.033          
112            3192           0.002          5.143          
113            3209           0.008          4.987          
114            3211           0.008          4.918          
115            3181           0.001          4.983          
116            3185           0.000          4.933          
117            3183           0.001          4.986          
118            3186           0.000          4.995          
119            3197           0.004          4.955          
120            3209           0.008          4.964          
121            3192           0.002          4.952          
122            3201           0.005          4.966          
123            3175           0.003          4.962          
124            3197           0.004          5.005          
125            3184           0.000          4.921          
126            3212           0.008          4.995          
127            3220           0.011          4.988          
128            3179           0.002          4.981          
129            3191           0.002          5.079          
130            3174           0.003          4.842          
131            3167           0.006          5.001          
132            3208           0.007          4.975          
133            3204           0.006          4.915          
134            3178           0.002          4.944          
135            3164           0.007          5.124          
136            3167           0.006          5.008          
137            3185           0.000          4.940          
138            3191           0.002          4.934          
139            3162           0.007          4.907          
140            3177           0.003          4.922          
141            3201           0.005          5.068          
142            3204           0.006          5.062          
143            3190           0.002          4.940          
144            3195           0.003          4.894          
145            3197           0.004          5.010          
146            3223           0.012          4.907          
147            3183           0.001          5.010          
148            3190           0.002          5.032          
149            3187           0.001          4.980          
150            3168           0.005          4.937          
151            3180           0.002          4.987          
152            3184           0.000          4.983          
153            3156           0.009          4.906          
154            3194           0.003          4.885          
155            3178           0.002          5.005          
156            3200           0.005          4.955          
157            3169           0.005          4.901          
158            3170           0.005          4.930          
159            3195           0.003          4.944          
160            3197           0.004          4.917          
161            3201           0.005          4.947          
162            3192           0.002          4.933          
163            3180           0.002          4.923          
164            3195           0.003          5.017          
165            3197           0.004          4.925          
166            3185           0.000          4.955          
167            3213           0.009          4.870          
168            3203           0.006          4.951          
169            3183           0.001          4.915          
170            3179           0.002          4.990          
171            3178           0.002          5.038          
172            3200           0.005          4.954          
173            3187           0.001          4.938          
174            3181           0.001          4.936          
175            3211           0.008          4.950          
176            3170           0.005          4.994          
177            3185           0.000          5.025          
178            3209           0.008          5.016          
179            3196           0.003          4.940          
180            3177           0.003          4.880          
181            3184           0.000          4.889          
182            3177           0.003          4.967          
183            3155           0.009          4.982          
184            3194           0.003          5.008          
185            3180           0.002          4.941          
186            3198           0.004          5.002          
187            3146           0.012          4.945          
188            3201           0.005          4.942          
189            3149           0.011          4.906          
190            3160           0.008          5.036          
191            3184           0.000          4.954          
192            3181           0.001          4.950          
193            3222           0.012          5.017          
194            3178           0.002          4.989          
195            3168           0.005          5.006          
196            3209           0.008          4.935          
197            3149           0.011          4.988          
198            3196           0.003          4.932          
199            3201           0.005          4.903          
200            3154           0.010          5.010          
